"module name","license","repository"
"@babel/code-frame@7.14.5","MIT","https://github.com/babel/babel"
"@babel/compat-data@7.14.7","MIT","https://github.com/babel/babel"
"@babel/core@7.14.8","MIT","https://github.com/babel/babel"
"@babel/generator@7.14.8","MIT","https://github.com/babel/babel"
"@babel/helper-annotate-as-pure@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-builder-binary-assignment-operator-visitor@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-compilation-targets@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-create-class-features-plugin@7.14.8","MIT","https://github.com/babel/babel"
"@babel/helper-create-regexp-features-plugin@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-define-polyfill-provider@0.2.3","MIT","https://github.com/babel/babel-polyfills"
"@babel/helper-explode-assignable-expression@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-function-name@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-get-function-arity@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-hoist-variables@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-member-expression-to-functions@7.14.7","MIT","https://github.com/babel/babel"
"@babel/helper-module-imports@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-module-transforms@7.14.8","MIT","https://github.com/babel/babel"
"@babel/helper-optimise-call-expression@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-plugin-utils@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-remap-async-to-generator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-replace-supers@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-simple-access@7.14.8","MIT","https://github.com/babel/babel"
"@babel/helper-skip-transparent-expression-wrappers@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-split-export-declaration@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-validator-identifier@7.14.8","MIT","https://github.com/babel/babel"
"@babel/helper-validator-option@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helper-wrap-function@7.14.5","MIT","https://github.com/babel/babel"
"@babel/helpers@7.14.8","MIT","https://github.com/babel/babel"
"@babel/highlight@7.14.5","MIT","https://github.com/babel/babel"
"@babel/parser@7.14.8","MIT","https://github.com/babel/babel"
"@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-async-generator-functions@7.14.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-class-properties@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-class-static-block@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-decorators@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-dynamic-import@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-export-namespace-from@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-function-sent@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-json-strings@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-logical-assignment-operators@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-nullish-coalescing-operator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-numeric-separator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-object-rest-spread@7.14.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-catch-binding@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-chaining@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-methods@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-throw-expressions@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-unicode-property-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-async-generators@7.8.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators"
"@babel/plugin-syntax-class-properties@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-class-static-block@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-decorators@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-dynamic-import@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"@babel/plugin-syntax-export-namespace-from@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-namespace-from"
"@babel/plugin-syntax-function-sent@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-import-meta@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-json-strings@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-logical-assignment-operators@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-nullish-coalescing-operator@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-nullish-coalescing-operator"
"@babel/plugin-syntax-numeric-separator@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-object-rest-spread@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-throw-expressions@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.14.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.14.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-runtime@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.14.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.14.8","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.4","MIT",""
"@babel/runtime@7.14.8","MIT","https://github.com/babel/babel"
"@babel/template@7.14.5","MIT","https://github.com/babel/babel"
"@babel/traverse@7.14.8","MIT","https://github.com/babel/babel"
"@babel/types@7.14.8","MIT","https://github.com/babel/babel"
"@electron/get@1.12.4","MIT","https://github.com/electron/get"
"@firebase/analytics-types@0.4.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/analytics@0.6.14","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-interop-types@0.1.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-types@0.2.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check@0.2.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-types@0.6.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app@0.6.28","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-interop-types@0.1.6","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-types@0.10.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth@0.16.8","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/component@0.5.4","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database-types@0.7.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database@0.10.7","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore-types@2.3.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore@2.3.8","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions-types@0.4.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions@0.6.13","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations-types@0.3.4","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations@0.4.30","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/logger@0.2.6","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging-types@0.5.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging@0.7.14","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance-types@0.0.13","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance@0.4.16","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/polyfill@0.3.36","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config-types@0.1.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config@0.1.41","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage-types@0.4.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage@0.5.6","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/util@1.1.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/webchannel-wrapper@0.5.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@grpc/grpc-js@1.3.6","Apache-2.0","https://github.com/grpc/grpc-node/tree/master/packages/grpc-js"
"@grpc/proto-loader@0.6.4","Apache-2.0","https://github.com/grpc/grpc-node"
"@intlify/core-base@9.1.7","MIT","https://github.com/intlify/vue-i18n-next"
"@intlify/devtools-if@9.1.7","MIT","https://github.com/intlify/vue-i18n-next"
"@intlify/message-compiler@9.1.7","MIT","https://github.com/intlify/vue-i18n-next"
"@intlify/message-resolver@9.1.7","MIT","https://github.com/intlify/vue-i18n-next"
"@intlify/runtime@9.1.7","MIT","https://github.com/intlify/vue-i18n-next"
"@intlify/shared@9.1.7","MIT","https://github.com/intlify/vue-i18n-next"
"@intlify/vue-devtools@9.1.7","MIT","https://github.com/intlify/vue-i18n-next"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@polka/url@1.0.0-next.15","MIT","https://github.com/lukeed/polka"
"@positron/stack-trace@1.0.0","MIT","https://github.com/felixge/node-stack-trace"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@quasar/app@3.0.3","MIT","https://github.com/quasarframework/quasar"
"@quasar/babel-preset-app@2.0.1","MIT","https://github.com/quasarframework/quasar"
"@quasar/extras@1.10.8","MIT","https://github.com/quasarframework/quasar"
"@quasar/fastclick@1.1.4","MIT","https://github.com/quasarframework/fastclick"
"@quasar/ssr-helpers@2.1.1","MIT","https://github.com/quasarframework/quasar"
"@sindresorhus/is@0.14.0","MIT","https://github.com/sindresorhus/is"
"@szmarczak/http-timer@1.1.2","MIT","https://github.com/szmarczak/http-timer"
"@trysound/sax@0.1.1","ISC","https://github.com/svg/sax"
"@types/body-parser@1.19.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect-history-api-fallback@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cordova@0.0.34","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/electron-packager@14.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint-scope@3.7.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/eslint@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.48","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@0.0.50","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.17.24","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/html-minifier-terser@5.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-proxy@1.17.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/long@4.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@14.17.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@16.4.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.9.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/retry@0.12.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.13.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/source-list-map@0.1.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tapable@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/terser-webpack-plugin@5.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uglify-js@3.13.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-bundle-analyzer@4.4.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-dev-server@3.11.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack-sources@2.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/webpack@4.41.30","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@vue/compiler-core@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/compiler-dom@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/compiler-sfc@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/compiler-ssr@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/devtools-api@6.0.0-beta.15","MIT","https://github.com/vuejs/vue-devtools"
"@vue/reactivity@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/runtime-core@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/runtime-dom@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/server-renderer@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@vue/shared@3.1.5","MIT","https://github.com/vuejs/vue-next"
"@webassemblyjs/ast@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-buffer@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-numbers@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/leb128@1.11.1","Apache-2.0","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/utf8@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.11.1","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn-walk@8.1.1","MIT","https://github.com/acornjs/acorn"
"acorn@8.4.1","MIT","https://github.com/acornjs/acorn"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.6.2","MIT","https://github.com/ajv-validator/ajv"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.2","ISC","https://github.com/micromatch/anymatch"
"archiver-utils@2.1.0","MIT","https://github.com/archiverjs/archiver-utils"
"archiver@5.3.0","MIT","https://github.com/archiverjs/node-archiver"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async@2.6.3","MIT","https://github.com/caolan/async"
"async@3.2.0","MIT","https://github.com/caolan/async"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"autoprefixer@10.3.1","MIT","https://github.com/postcss/autoprefixer"
"axios@0.21.1","MIT","https://github.com/axios/axios"
"babel-loader@8.2.2","MIT","https://github.com/babel/babel-loader"
"babel-plugin-dynamic-import-node@2.3.3","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-module-resolver@4.1.0","MIT","https://github.com/tleunen/babel-plugin-module-resolver"
"babel-plugin-polyfill-corejs2@0.2.2","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.2.3","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.2.2","MIT","https://github.com/babel/babel-polyfills"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@2.2.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"boolean@3.1.2","MIT","https://github.com/thenativeweb/boolean"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"browserslist@4.16.6","MIT","https://github.com/browserslist/browserslist"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
